conversation,agency
"user: Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) jälgib elektriseadmete ohutust. Kuidas see täpsemalt toimib?
assistant: Tere! TTJA jälgib, et elektriseadmed oleksid valmistatud Euroopa Liidu ohutustehnika reeglite järgi ja ei ohustaks kasutajat, kui neid on paigaldatud ja hooldatud õigesti ning kasutusotstarbega vastavuses. Enamuses elektriseadmed peavad olema varustatud CE-märgistega, mis kinnitab nende vastavust direktiividele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen liikumisvõimetu ja tahan ID-kaarti taotleda. Kust ma peaksin alustama?
assistant: Tere! Esimese samuna saad ID-kaarti taotleda kas iseteeninduses, posti teel või kui sind aitab sotsiaaltöötaja. Iseteenindus on lihtsam, kui suudad ise dokumenditaotluse esitada ja tasuda riigilõivu. Posti teel pead täitma ankeedi ja saama dokumendifoto. Kui sind aitab sotsiaaltöötaja, siis on protsess teine.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud midagi avalikest koosolekutest. Mis see täpselt tähendab?
assistant: Tere! Avalik koosolek on oluline mõiste. See tähendab inimeste kogunemist avalikus kohas ühise eesmärgiga oma meelt väljendada või kujundada. Näiteks väljakul, pargis või isegi tänaval toimuv demonstratsioon või miiting kuulub selle alla.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulen palju tõstukite ohutusest. Kas kellelgi on mingit aimu, kui palju tõstukid Eestis üldse on?
assistant: Tere! See on hea küsimus. Täpse arvu ei tea keegi, kuid ettevõtted arvavad, et neid on rohkem kui 100 000, ja võib-olla isegi kuni pool miljonit. Seega on nende ohutuse tagamine päris suur väljakutse.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järevalve Amet on teinud materjale raudteeohutuse teema kohta. Mis see täpsemalt on?
assistant: Tere! Jah, meil on mitmeid materjale, mis on suunatud nii lapsevanematele, õpetajatele kui ka lastele endadele. Põhiliseks eesmärgiks on tekitada teadlikkust raudteeületamise ohudest ja õpetada, kuidas ohutult käituda raudtee läheduses. Nende materjalide hulka kuuluvad õppematerjalid, õppevideod ja töövihikud.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Olen kuulnud, et on olemas ebaausad müügivõtted. Mis see tähendab tarbija jaoks?
assistant: Tere! Ebaausad müügivõtted on sellised müügitehnikad, mis püüavad sind tarbijaid eksitada või survestada ostma. Seadus keelab selliseid võtteid Euroopa Liidus. Need võtted võivad olla kas eksitavad või agressiivsed – mõlemad on probleemsed.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin, et Politsei- ja Piirivalveamet on saanud rahastust piiriehituseks. Mis see täpsemalt tähendab?
assistant: Tere! See on õige. PPA on perioodil 2014-2020 saanud toetust Euroopa Liidu Sisejulgeolekufondi välispiiride ja viisade rahastamisvahendist, et rahastada erinevaid piiriehitusprojekte.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Sa ütled, et siin on infot ID-tarkvara kohta. Kõigepealt, mis see ID-tarkvara üldse on?
assistant: Tere! ID-tarkvara on kogum, mis aitab identiteeti tõestada ja digitaalselt dokumente allkirjastada. Siin on osa sellest: DigiDoc4, RIA e-allkirja valideerimisteenus SiVa ning RIA DigiDoc mobiilirakendus. Kõigepealt aga, kas sa tead, mis on identiteedi tõendamine?",output_ID.ee
"user: Tere! Kas ma saan aru, et politsei võtab kohalolekul vastu rolli koosolekute korraldamisel? Kas see on mingi kohustus?
assistant: Tere! Jah, seda saab juhtuda. Politsei võib kohustada koosoleku korraldajat täitma lisaseid kohustusi, kui on alust arvata, et määratud korrapidaja ei suuda koosoleku korraldajat piisavalt abistada. See on siis tänu suurendatud korrapidajate arvu vajavusele. Kas sa mõtled rohkem sellele, mis juhtuks, kui korrapidaja ei suuda head abi pakkuda?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma saan probleeme ID-kaardi kasutamisega. Kas teil on ID.ee veebis kohta, kus ma saan vastuseid? Kas see on midagi, mis on loodud just selleks? 
assistant: Tere! Jah, ID.ee veebis on täiesti loodud suur hulk teavet ID-kaardi ja mobiil-ID kohta. Sa võid seda kasutada, kui sul on probleeme. Palun kasuta meie otsingut – see on kõige parem viis leida just seda, mida sa otsid. Kui sul on raskusi leplikust või oled märganud midagi ebaselge, palun anna teada!",output_ID.ee
"user: Tere! Mida täpsemalt tähendab see, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TJAA) reguleerib kemikaale?
assistant: Tere! TJAA reguleerib kemikaale selleks, et kaitsta inimese elu ja tervist, asja ja keskkonda ning tagada kaupade vaba liikumine. Kemikaaliseadus seab piiranguid kemikaali käitlemisele ja sellega seotud majandustegevusele. See puudutab nii tootmist, importi kui ka müüki.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kaalun passi taotlemist. Kas te teate, kuidas ma Põlva politseijaoskonna teeninduses sellega hakkama saan?
assistant: Tere! Parim ja kiireim viis on kasutada PPA iseteeninduskeskkonda: https://www.politsei.ee/et/iseteenindus. Kui eelistate, saate kasutada digikioski Põlva teeninduses. Teiste võimaluste kohta küsige aga edasi!",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud, et energiamärgistused muutuvad. Mis see tähendab täpselt? Mis toodete puhul seda muutust ootada?
assistant: Tere! Jah, energiamärgistused muutuvad Euroopa Liidus. Peamiselt muutub skaala lihtsustatuks – tagasi algsele A-st G-ni. Muutus puudutab mitmeid toodete gruppe, sealhulgas nõudepesumasinaid, pesumasinaid, külmutus- ja jahutusseadmeid, televiisoreid ja valgusallikaid. Muudatused on järk-järgult sisse viidud alates 2021. aasta 1. märtsist, valgusallikate osas aga 1. septembrist 2021.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ostsin hiljaaegu internetist riideid Soomest. Mis juhtub, kui riideid ostes avastan vea? Kas mul on mingid õigused?
assistant: Tere! Küll on. Kuna Soome on Euroopa Liidu riik, siis kehtivad Sinule samad tarbijaõigused, nagu ostes ka Eestis. Sul on õigus esitada kaebus puuduste kohta vähemalt kahe aasta jooksul alates ostukuupäevast. Oluline on, et Sul oleks ostu tõendav dokument, näiteks arve või maksekõrralduse väljavõte.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et Riigiportaali eesti.ee on teadaolev asi, aga ma ei ole kindel, kuidas seesama eesti.ee kasutada. Kas sa saaksid mulle aidata?
assistant: Muidugi! Riigiportaali eesti.ee on üsna lahe asi. See on üks keskoht, kus saad kõik oma riigiga seotud teave ühes kohas. Kas sa oled mõelnud, mida selle kaudu teha saaksid? Näiteks, kas sul on küpsus testi tulemused, mis sa tahaksid kontrollida?",output_ID.ee
"user: Tere! Ma ei saa aru, miks mul peab PIN-koodi ja PUK-koodi vahetama. Kas see on oluline?
assistant: Tere! Pigil, see on väga hea tava turvalisuse tagamiseks. Kui PIN- või PUK-koodid lähevad kadunud või on teiega otseselt mitte liigutav (näiteks, nad on lukustatud), on uus PIN ja PUK seadmine oluline. Kui kehtivad PIN-koodid on teiega selge selge, pole see eriti oluline, aga kui need on kadunud või lukustatud, siis tuleb neid kindlasti vahetada.",output_ID.ee
"user: Tere! Ma olen huvitatud raudtee kaitsevööndi kohta rohkem teada saama. Mis see üldse on ja miks see on olemas?
assistant: Tere! Raudtee kaitsevöönd on piirkond raudtee läheduses, mis on ette nähtud, et tagada raudtee sujuv toimimine ja turvalisus. See piirab tegevusi, mis saaksid häirida raudteeliiklust või suurendada ohtu. See on ka mõeldud selleks, et vähendada raudteelt lähtuvaid kahjulikke mõjusid keskkonda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma tahan teada, kuidas toimib Eesti kodakondsuse menetlus lapsele. Mis juhtub pärast taotluse esitamist?
assistant: Tere! Pärast lapse kodakondsuse taotluse esitamist, edastatakse kõik dokumendid kolme kuu jooksul Vabariigi Valitsusele. Just nemad teevad otsuse lapse Eesti kodakondsuse andmise kohta.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma elan välismaal ja tahan teada, kuidas ma saan Eesti passi taotleda. Mis on kõige lihtsam viis?
assistant: Tere! Välismaal saad passi taotleda kas iseteenindusportaali (https://etaotlus.politsei.ee/#/login) või Eesti Vabariigi välisesinduse kaudu. Milline variant sulle sobivam on?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma plaanisin avaliku ürituse korraldada. Mis on kõige tähtsam, mida pean silmas pidama, et Politsei- ja Piirivalveamet sellega toetaks?
assistant: Tere! See on väga hea küsimus! Avaliku ürituse korraldamisel on mitmeid olulisi asju, millele tasub tähelepanu juhtida. Esiteks, pead pöörduma avaliku ürituse toimumise kohalikku omavalitsusse ja saama nende poolt luba. Neil on kohustus kontrollida, kas üritus kohalikele elanikele ei tekita liigset olumajanduskoormust. Kui sa saad luba, Politsei- ja Piirivalveamet soovivad, et saaksid ka ürituse korraldamisega algust juba ette mõelda. Kas sa saaksid selgeks, millest muidu peaksime arutama?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma saan probleeme e-teenuste sisenemisega. Mis ma teha saan?
assistant: Tere! Ma saan aru, et sul on raskusi e-teenustega. Palju maasõnki! Alustame kõige lihtsamatest asjadest. Kas su arvatakse, et probleem on seotud ID-kaardiga või rohkem üldisemalt veebisõidumisel?",output_ID.ee
"user: Tere! Ma arvan, et digitaalse allkirjastamine on vaimujaur, aga kas teeksite sellest mõru, et nad on nüüd igasugused allkirjad digiallkirjad? Kas see tähendab, et iga dokumendi allkiri on samamoodi juriidiliselt võrdne omakäelise allkirjaga?
assistant: Tere! Päris hea küsimus! See on päris oluline erinevus. Tegelikult tähendab see, et ‘digiallkiri’ (ehk digiallkirjastamine jm) Eestis viitab ainult sellele signeerimisviisile, mis on seaduslikult kehtiv ja juriidiliselt võrdne omakäelise allkirjaga. See tähendab, et allkirja andmise ajal on kindlalt kontrollitud kasutaja identiteet ja sertifikaadi väljaandja taust. See tagab, et keegi teine ei saaks allkirjastatud dokumenti muutma. Elektrooniline allkiri ongi laiem mõiste, mis hõlmab ka digiallkirju, aga need ei pruugi olla samuti nii kindlalt juriidiliselt väärindatud.",output_ID.ee
"user: Tere! Ma saan probleeme e-teenustesse sisse logimisel. Mida ma peaks tegema?
assistant: Tere! Puhkan teada, et e-teenustesse sisse logimisel tekib probleem. Ma aitaksin sulle probleemi lahendada. Alustame kõige lihtsamatest sammudest. Kas sa kasutad Windowsi, macOSi või Linuxi arvutit? See aitab mulle paremini aidata.",output_ID.ee
"user: Tere! Ma lugesin Politsei- ja Piirivalveameti veebilehe ligipääsetavuse teatisest. Mis see üldse tähendab, et veebileht on osaliselt vastavuses ligipääsetavusnõuetele?
assistant: Tere! See tähendab, et Politsei- ja Piirivalveameti veebileht www.politsei.ee ei vasta täielikult kõikidele ligipääsetavusnõuetele. See vastab neile osaliselt, aga teatud funktsioonid ja sisud ei ole veel täies mahus ligipääsetavad kõigile kasutajatele. Seda on tehtud välispartneri hindamise põhjal.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin Rail Balticu kohta palju. Kus ma saaksin infot selle keskkonnamõjude hindamise kohta?
assistant: Tere! Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) avalikustab seonduvaid teateid oma veebilehel. Leiad need siit: https://ttja.ee/eraklient/tarbija-oigused/avalikud-teated/keskkonnamoju-hindamisega-seotud-teated",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulin, et Politsei ja Piirivalveameti koduleht on tehtud nii, et see oleks kõigile kättesaadav. Kuidas see täpselt tagatakse?
assistant: Tere! See on õige. Meie koduleht on ehitatud vastavalt WCAG 2.1 AA juurdepääsetavuse suunistele. See tähendab, et oleme kasutanud nii tehnilisi vahendeid kui ka sisu koostamise põhimõtteid, et puuetega inimesed saaksid seda kasutajakogemust nautida. See kehtib näiteks pimese, vaegnägemise, kurtuse, vaegkuulmise, õpiraskuste ja teiste inimeste jaoks, kellel on erinevaid erivajadusi.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma ei saa ID-kaardiga e-teenustes midagi teha. Mis ma peaks tegema?
assistant: Tere! Üldiselt on see probleem paljudel juhtudel seotud sellega, et veebilehitseja ei ole õigesti seadistatud ID-kaardi sertifikaatide kasutamiseks. Palju oluline on see, et veebilehitsejas on Web eID laiendus lubatud. Kas olete proovinud Chrome'i seadeid vaadata? Kui te seda ei ole, siis veenduge, et olete samm 2 läbi viinud - vajutage Chrome paremas servas ikoonile ja vali ‘Lisad’. Kui seda ei ole, siis võtke kindlasti puudu, et lisada `ncibgoaomkmdpilpocfeponihegamlic` lisada Chrome'ile.",output_ID.ee
"user: Tere! Mul on tähtajaline elamisluba töötamiseks Eestis ja see lõppeb peagi. Kuidas ma saan selle pikendada?
assistant: Tere! Elamisluba töötamiseks saab pikendada. Peate esitama pikendamise taotluse vähemalt 2 kuud enne praeguse loa lõppemist. Vastus antakse hiljemalt 10 päeva enne kehtiva loa lõppemist, kui taotlus on esitatud õigeaegselt.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et täisealise lapse saab Eestisse elama kutsuda. Mis see täpselt tähendab, mis on elamisluba pereliikmega liitumiseks?
assistant: Tere! Elamisluba pereliikmega liitumiseks tähendab, et kui oled Eesti kodanik või Eestis elamisloa alusel elav välismaalane, saad kutsuda oma täisealise lapse Eestisse elama, et ta saaks siin sinuga koos elada. Elamisluba annab selleks õiguse ja väljastatakse elamisloakaartina.",output_Politsei-_ja_Piirivalveamet
